# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2020-04-26 13:37:18 EDT       (nadww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 01108000 TAUNTON RIVER NEAR BRIDGEWATER, MA
# -----------------------------------------------------------------------------------
#
# Data provided for site 01108000
#            TS   parameter     Description
#        251266       00010     Temperature, water, degrees Celsius
#        251273       00400     pH, water, unfiltered, field, standard units
#        251274       00095     Specific conductance, water, unfiltered, microsiemens per centimeter at 25 degrees Celsius
#        251275       00300     Dissolved oxygen, water, unfiltered, milligrams per liter
#         66276       00060     Discharge, cubic feet per second
#         66277       00065     Gage height, feet
#
# Data-value qualification codes included in this output:
#        
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
# 
agency_cd	site_no	datetime	tz_cd	251266_00010	251266_00010_cd	251273_00400	251273_00400_cd	251274_00095	251274_00095_cd	251275_00300	251275_00300_cd	66276_00060	66276_00060_cd	66277_00065	66277_00065_cd
USGS	01108000	2019-01-03 16:15	EST									1160	A	5.75	A
USGS	01108000	2019-01-03 16:30	EST									1160	A	5.75	A
USGS	01108000	2019-01-03 16:45	EST									1160	A	5.74	A
USGS	01108000	2019-01-03 17:00	EST									1160	A	5.74	A
USGS	01108000	2019-01-03 17:15	EST									1160	A	5.74	A
USGS	01108000	2019-01-03 17:30	EST									1150	A	5.72	A
USGS	01108000	2019-01-03 17:45	EST									1160	A	5.73	A
USGS	01108000	2019-01-03 18:00	EST									1150	A	5.71	A
USGS	01108000	2019-01-03 18:15	EST									1160	A	5.73	A
USGS	01108000	2019-01-03 18:30	EST									1150	A	5.72	A
USGS	01108000	2019-01-03 18:45	EST									1140	A	5.69	A
USGS	01108000	2019-01-03 19:00	EST									1150	A	5.71	A
USGS	01108000	2019-01-03 19:15	EST									1150	A	5.71	A
USGS	01108000	2019-01-03 19:30	EST									1150	A	5.71	A
USGS	01108000	2019-01-03 19:45	EST									1140	A	5.70	A
USGS	01108000	2019-01-03 20:00	EST									1140	A	5.70	A
USGS	01108000	2019-01-03 20:30	EST									1140	A	5.70	A
USGS	01108000	2019-01-03 20:45	EST									1150	A	5.72	A
USGS	01108000	2019-01-03 21:00	EST									1130	A	5.68	A
USGS	01108000	2019-01-03 21:15	EST									1140	A	5.70	A
USGS	01108000	2019-01-03 21:30	EST									1140	A	5.69	A
USGS	01108000	2019-01-03 21:45	EST									1130	A	5.67	A
USGS	01108000	2019-01-03 22:00	EST									1130	A	5.68	A
USGS	01108000	2019-01-03 22:15	EST									1130	A	5.68	A
USGS	01108000	2019-01-03 22:30	EST									1130	A	5.68	A
USGS	01108000	2019-01-03 22:45	EST									1130	A	5.68	A
USGS	01108000	2019-01-03 23:00	EST									1130	A	5.67	A
USGS	01108000	2019-01-03 23:15	EST									1130	A	5.66	A
USGS	01108000	2019-01-03 23:30	EST									1130	A	5.67	A
USGS	01108000	2019-01-03 23:45	EST									1130	A	5.66	A
USGS	01108000	2019-01-04 00:00	EST									1130	A	5.66	A
USGS	01108000	2019-01-04 00:15	EST									1130	A	5.66	A
USGS	01108000	2019-01-04 00:30	EST									1120	A	5.65	A
USGS	01108000	2019-01-04 00:45	EST									1130	A	5.66	A
USGS	01108000	2019-01-04 01:00	EST									1120	A	5.65	A
USGS	01108000	2019-01-04 01:15	EST									1120	A	5.65	A
USGS	01108000	2019-01-04 01:30	EST									1120	A	5.64	A
USGS	01108000	2019-01-04 01:45	EST									1110	A	5.63	A
USGS	01108000	2019-01-04 02:00	EST									1120	A	5.65	A
USGS	01108000	2019-01-04 02:15	EST									1120	A	5.64	A
USGS	01108000	2019-01-04 02:45	EST									1110	A	5.63	A
USGS	01108000	2019-01-04 03:00	EST									1110	A	5.62	A
USGS	01108000	2019-01-04 03:15	EST									1110	A	5.62	A
USGS	01108000	2019-01-04 03:30	EST									1110	A	5.61	A
USGS	01108000	2019-01-04 03:45	EST									1120	A	5.64	A
USGS	01108000	2019-01-04 04:00	EST									1110	A	5.62	A
USGS	01108000	2019-01-04 04:15	EST									1110	A	5.61	A
USGS	01108000	2019-01-04 04:30	EST									1110	A	5.62	A
USGS	01108000	2019-01-04 04:45	EST									1110	A	5.62	A
USGS	01108000	2019-01-04 05:00	EST									1100	A	5.60	A
USGS	01108000	2019-01-04 05:15	EST									1100	A	5.60	A
USGS	01108000	2019-01-04 05:30	EST									1100	A	5.60	A
USGS	01108000	2019-01-04 05:45	EST									1100	A	5.60	A
USGS	01108000	2019-01-04 06:00	EST									1100	A	5.60	A
USGS	01108000	2019-01-04 06:15	EST									1100	A	5.59	A
USGS	01108000	2019-01-04 06:30	EST									1100	A	5.59	A
USGS	01108000	2019-01-04 06:45	EST									1100	A	5.60	A
USGS	01108000	2019-01-04 07:00	EST									1100	A	5.59	A
USGS	01108000	2019-01-04 07:15	EST									1100	A	5.60	A
USGS	01108000	2019-01-04 07:30	EST									1090	A	5.58	A
USGS	01108000	2019-01-04 07:45	EST									1090	A	5.58	A
USGS	01108000	2019-01-04 08:00	EST									1090	A	5.57	A
USGS	01108000	2019-01-04 08:15	EST									1090	A	5.58	A
USGS	01108000	2019-01-04 08:30	EST									1090	A	5.58	A
USGS	01108000	2019-01-04 08:45	EST									1090	A	5.57	A
USGS	01108000	2019-01-04 09:00	EST									1080	A	5.55	A
USGS	01108000	2019-01-04 09:15	EST									1080	A	5.56	A
USGS	01108000	2019-01-04 09:30	EST									1080	A	5.56	A
USGS	01108000	2019-01-04 09:45	EST									1090	A	5.57	A
USGS	01108000	2019-01-04 10:00	EST									1080	A	5.55	A
USGS	01108000	2019-01-04 10:15	EST									1080	A	5.55	A
USGS	01108000	2019-01-04 10:30	EST									1080	A	5.55	A
USGS	01108000	2019-01-04 10:45	EST									1080	A	5.55	A
USGS	01108000	2019-01-04 11:00	EST									1080	A	5.55	A
USGS	01108000	2019-01-04 11:15	EST									1070	A	5.54	A
USGS	01108000	2019-01-04 11:30	EST									1060	A	5.52	A
USGS	01108000	2019-01-04 11:45	EST									1070	A	5.54	A
USGS	01108000	2019-01-04 12:00	EST									1070	A	5.53	A
USGS	01108000	2019-01-04 12:15	EST									1070	A	5.53	A
USGS	01108000	2019-01-04 12:30	EST									1070	A	5.53	A
USGS	01108000	2019-01-04 12:45	EST									1060	A	5.52	A
USGS	01108000	2019-01-04 13:00	EST									1060	A	5.52	A
USGS	01108000	2019-01-04 13:30	EST									1060	A	5.51	A
USGS	01108000	2019-01-04 13:45	EST									1060	A	5.52	A
USGS	01108000	2019-01-04 14:00	EST									1060	A	5.51	A
USGS	01108000	2019-01-04 14:15	EST									1060	A	5.52	A
USGS	01108000	2019-01-04 14:30	EST									1050	A	5.49	A
USGS	01108000	2019-01-04 14:45	EST									1050	A	5.50	A
USGS	01108000	2019-01-04 15:00	EST									1050	A	5.50	A
USGS	01108000	2019-01-04 15:15	EST									1050	A	5.49	A
USGS	01108000	2019-01-04 15:30	EST									1050	A	5.50	A
USGS	01108000	2019-01-04 15:45	EST									1050	A	5.49	A
USGS	01108000	2019-01-04 16:00	EST									1040	A	5.48	A
USGS	01108000	2019-01-04 16:15	EST									1040	A	5.48	A
USGS	01108000	2019-01-04 16:30	EST									1040	A	5.48	A
USGS	01108000	2019-01-04 16:45	EST									1040	A	5.47	A
USGS	01108000	2019-01-04 17:00	EST									1040	A	5.48	A
USGS	01108000	2019-01-04 17:15	EST									1040	A	5.48	A
USGS	01108000	2019-01-04 17:30	EST									1040	A	5.48	A
USGS	01108000	2019-01-04 17:45	EST									1030	A	5.46	A
USGS	01108000	2019-01-04 18:00	EST									1030	A	5.46	A
USGS	01108000	2019-01-04 18:15	EST									1030	A	5.46	A
USGS	01108000	2019-01-04 18:45	EST									1020	A	5.44	A
USGS	01108000	2019-01-04 19:00	EST									1030	A	5.45	A
USGS	01108000	2019-01-04 19:15	EST									1030	A	5.45	A
USGS	01108000	2019-01-04 19:30	EST									1030	A	5.46	A
USGS	01108000	2019-01-04 19:45	EST									1030	A	5.45	A
USGS	01108000	2019-01-04 20:00	EST									1020	A	5.43	A
USGS	01108000	2019-01-04 20:15	EST									1030	A	5.45	A
USGS	01108000	2019-01-04 20:30	EST									1030	A	5.45	A
USGS	01108000	2019-01-04 20:45	EST									1020	A	5.44	A
USGS	01108000	2019-01-04 21:00	EST									1020	A	5.43	A
USGS	01108000	2019-01-04 21:15	EST									1020	A	5.43	A
USGS	01108000	2019-01-04 21:30	EST									1020	A	5.43	A
USGS	01108000	2019-01-04 21:45	EST									1020	A	5.43	A
USGS	01108000	2019-01-04 22:00	EST									1020	A	5.43	A
USGS	01108000	2019-01-04 22:15	EST									1020	A	5.43	A
USGS	01108000	2019-01-04 22:30	EST									1020	A	5.43	A
USGS	01108000	2019-01-04 22:45	EST									1020	A	5.43	A
USGS	01108000	2019-01-04 23:00	EST									1010	A	5.42	A
USGS	01108000	2019-01-04 23:15	EST									1010	A	5.42	A
USGS	01108000	2019-01-04 23:30	EST									1010	A	5.41	A
USGS	01108000	2019-01-05 00:00	EST									1000	A	5.40	A
USGS	01108000	2019-01-05 00:15	EST									1010	A	5.41	A
USGS	01108000	2019-01-05 00:30	EST									1000	A	5.40	A
USGS	01108000	2019-01-05 00:45	EST									1010	A	5.41	A
USGS	01108000	2019-01-05 01:00	EST									1000	A	5.40	A
USGS	01108000	2019-01-05 01:15	EST									1000	A	5.40	A
USGS	01108000	2019-01-05 01:30	EST									998	A	5.39	A
