# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2021-04-11 04:17:16 EDT       (nadww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 452053119323001 WILLOW CREEK RESERVOIR NW CORNER, OR
# -----------------------------------------------------------------------------------
#
# Data provided for site 452053119323001
#            TS   parameter     Description
#        117843       00010     Temperature, water, degrees Celsius
#        117844       00095     Specific conductance, water, unfiltered, microsiemens per centimeter at 25 degrees Celsius
#        117845       00300     Dissolved oxygen, water, unfiltered, milligrams per liter
#        117846       00400     pH, water, unfiltered, field, standard units
#        117847       63680     Turbidity, water, unfiltered, monochrome near infra-red LED light, 780-900 nm, detection angle 90 +-2.5 degrees, formazin nephelometric units (FNU)
#        117848       62361     Chlorophyll, total, water, fluorometric, 650-700 nanometers, in situ sensor, micrograms per liter
#
# Data-value qualification codes included in this output:
#        
#     A  Approved for publication -- Processing and review completed.
# 
agency_cd	site_no	datetime	tz_cd	117843_00010	117843_00010_cd	117844_00095	117844_00095_cd	117845_00300	117845_00300_cd	117846_00400	117846_00400_cd	117847_63680	117847_63680_cd	117848_62361	117848_62361_cd
USGS	452053119323001	2015-05-14 12:00	PDT	15.4	A	211	A	11.3	A	9.0	A	5.7	A	3.4	A
USGS	452053119323001	2015-05-14 13:00	PDT	16.4	A	212	A	11.0	A	9.0	A	7.3	A	3.3	A
USGS	452053119323001	2015-05-14 14:00	PDT	17.4	A	212	A	11.0	A	9.0	A	9.4	A	3.5	A
USGS	452053119323001	2015-05-14 15:00	PDT	16.7	A	212	A	11.2	A	9.0	A	6.8	A	4.9	A
USGS	452053119323001	2015-05-14 16:00	PDT	16.8	A	211	A	11.3	A	9.0	A	8.4	A	4.2	A
USGS	452053119323001	2015-05-14 17:00	PDT	17.2	A	212	A	11.3	A	9.0	A	8.4	A	4.8	A
USGS	452053119323001	2015-05-14 18:00	PDT	16.7	A	211	A	11.4	A	9.0	A	9.3	A	6.2	A
USGS	452053119323001	2015-05-14 19:00	PDT	16.7	A	211	A	11.4	A	9.0	A	8.4	A	5.8	A
USGS	452053119323001	2015-05-14 20:00	PDT	16.7	A	211	A	11.3	A	9.0	A	7.7	A	6.5	A
USGS	452053119323001	2015-05-14 21:00	PDT	16.7	A	212	A	11.2	A	9.0	A	12.4	A	7.2	A
USGS	452053119323001	2015-05-14 22:00	PDT	16.6	A	212	A	11.2	A	9.0	A	9.9	A	3.2	A
USGS	452053119323001	2015-05-14 23:00	PDT	16.5	A	212	A	11.1	A	9.0	A	38.7	A	7.9	A
USGS	452053119323001	2015-05-15 00:00	PDT	16.4	A	212	A	11.1	A	9.0	A	10.5	A	5.0	A
USGS	452053119323001	2015-05-15 01:00	PDT	16.3	A	212	A	11.0	A	9.0	A	6.2	A	6.2	A
USGS	452053119323001	2015-05-15 02:00	PDT	16.3	A	212	A	11.0	A	9.0	A	9.1	A	9.9	A
USGS	452053119323001	2015-05-15 03:00	PDT	16.2	A	212	A	10.9	A	9.0	A	14.6	A	5.7	A
USGS	452053119323001	2015-05-15 04:00	PDT	16.1	A	212	A	10.9	A	9.0	A	8.6	A	8.8	A
USGS	452053119323001	2015-05-15 05:00	PDT	16.0	A	212	A	10.9	A	9.0	A	4.0	A	5.6	A
USGS	452053119323001	2015-05-15 06:00	PDT	16.0	A	212	A	11.0	A	9.0	A	2.6	A	5.9	A
USGS	452053119323001	2015-05-15 07:00	PDT	16.0	A	212	A	11.0	A	9.0	A	3.8	A	4.7	A
USGS	452053119323001	2015-05-15 08:00	PDT	16.0	A	212	A	11.1	A	9.0	A	6.6	A	5.7	A
USGS	452053119323001	2015-05-15 09:00	PDT	16.1	A	212	A	11.2	A	9.0	A	3.5	A	6.0	A
USGS	452053119323001	2015-05-15 10:00	PDT	16.2	A	212	A	11.2	A	9.0	A	4.8	A	3.8	A
USGS	452053119323001	2015-05-15 11:00	PDT	16.3	A	212	A	11.0	A	9.0	A	3.5	A	3.5	A
USGS	452053119323001	2015-05-15 12:00	PDT	16.4	A	212	A	10.8	A	9.0	A	5.4	A	4.0	A
USGS	452053119323001	2015-05-15 13:00	PDT	15.5	A	212	A	10.9	A	9.0	A	2.3	A	4.2	A
USGS	452053119323001	2015-05-15 14:00	PDT	16.4	A	212	A	11.3	A	9.0	A	8.5	A	5.7	A
USGS	452053119323001	2015-05-15 15:00	PDT	16.1	A	212	A	11.2	A	9.0	A	4.5	A	4.2	A
USGS	452053119323001	2015-05-15 16:00	PDT	16.1	A	212	A	11.2	A	9.0	A	7.7	A	7.0	A
USGS	452053119323001	2015-05-15 17:00	PDT	15.9	A	212	A	11.2	A	9.0	A	3.7	A	4.2	A
USGS	452053119323001	2015-05-15 18:00	PDT	15.7	A	212	A	11.1	A	9.0	A	3.8	A	4.6	A
USGS	452053119323001	2015-05-15 19:00	PDT	15.6	A	212	A	10.9	A	9.0	A	4.8	A	4.6	A
USGS	452053119323001	2015-05-15 20:00	PDT	15.6	A	212	A	11.0	A	9.0	A	8.9	A	7.2	A
USGS	452053119323001	2015-05-15 21:00	PDT	15.3	A	212	A	10.8	A	9.0	A	9.0	A	6.1	A
USGS	452053119323001	2015-05-15 22:00	PDT	15.1	A	212	A	10.5	A	8.9	A	2.1	A	4.0	A
USGS	452053119323001	2015-05-15 23:00	PDT	15.2	A	212	A	10.6	A	8.9	A	2.6	A	4.9	A
USGS	452053119323001	2015-05-16 00:00	PDT	15.2	A	212	A	10.6	A	9.0	A	1.7	A	3.3	A
USGS	452053119323001	2015-05-16 01:00	PDT	15.2	A	212	A	10.6	A	8.9	A	2.3	A	4.9	A
USGS	452053119323001	2015-05-16 02:00	PDT	15.2	A	212	A	10.6	A	9.0	A	3.1	A	4.2	A
USGS	452053119323001	2015-05-16 03:00	PDT	15.3	A	212	A	10.6	A	9.0	A	3.1	A	4.6	A
USGS	452053119323001	2015-05-16 04:00	PDT	15.2	A	212	A	10.6	A	9.0	A	2.7	A	4.3	A
USGS	452053119323001	2015-05-16 05:00	PDT	15.2	A	212	A	10.6	A	9.0	A	3.1	A	4.8	A
USGS	452053119323001	2015-05-16 06:00	PDT	15.2	A	212	A	10.6	A	9.0	A	3.6	A	4.5	A
USGS	452053119323001	2015-05-16 07:00	PDT	15.2	A	212	A	10.6	A	9.0	A	3.4	A	4.1	A
USGS	452053119323001	2015-05-16 08:00	PDT	15.2	A	212	A	10.6	A	9.0	A	3.0	A	3.8	A
USGS	452053119323001	2015-05-16 09:00	PDT	15.3	A	212	A	10.6	A	9.0	A	2.9	A	4.1	A
USGS	452053119323001	2015-05-16 10:00	PDT	15.4	A	212	A	10.6	A	9.0	A	2.8	A	2.8	A
USGS	452053119323001	2015-05-16 11:00	PDT	15.4	A	212	A	10.6	A	8.9	A	2.8	A	3.1	A
USGS	452053119323001	2015-05-16 12:00	PDT	15.4	A	213	A	10.5	A	8.9	A	3.2	A	2.6	A
USGS	452053119323001	2015-05-16 13:00	PDT	15.5	A	213	A	10.5	A	8.9	A	3.1	A	3.0	A
USGS	452053119323001	2015-05-16 14:00	PDT	15.6	A	213	A	10.6	A	8.9	A	3.1	A	3.3	A
USGS	452053119323001	2015-05-16 15:00	PDT	15.7	A	213	A	10.6	A	8.9	A	3.3	A	3.3	A
USGS	452053119323001	2015-05-16 16:00	PDT	15.8	A	213	A	10.6	A	8.9	A	3.7	A	3.5	A
USGS	452053119323001	2015-05-16 17:00	PDT	15.7	A	213	A	10.6	A	8.9	A	3.0	A	5.8	A
USGS	452053119323001	2015-05-16 18:00	PDT	15.7	A	213	A	10.6	A	8.9	A	3.4	A	3.6	A
USGS	452053119323001	2015-05-16 19:00	PDT	15.7	A	213	A	10.6	A	8.9	A	4.1	A	4.9	A
USGS	452053119323001	2015-05-16 20:00	PDT	15.7	A	213	A	10.6	A	8.9	A	4.4	A	5.3	A
USGS	452053119323001	2015-05-16 21:00	PDT	15.7	A	213	A	10.5	A	8.9	A	4.9	A	4.8	A
USGS	452053119323001	2015-05-16 22:00	PDT	15.6	A	213	A	10.5	A	8.9	A	3.3	A	5.2	A
USGS	452053119323001	2015-05-16 23:00	PDT	15.7	A	213	A	10.5	A	8.9	A	2.8	A	6.7	A
USGS	452053119323001	2015-05-17 00:00	PDT	15.6	A	213	A	10.5	A	8.9	A	3.7	A	5.1	A
USGS	452053119323001	2015-05-17 01:00	PDT	15.6	A	213	A	10.5	A	8.9	A	3.5	A	7.0	A
USGS	452053119323001	2015-05-17 02:00	PDT	15.6	A	213	A	10.4	A	8.9	A	2.0	A	8.3	A
USGS	452053119323001	2015-05-17 03:00	PDT	15.5	A	213	A	10.4	A	8.9	A	4.5	A	6.1	A
USGS	452053119323001	2015-05-17 04:00	PDT	15.5	A	213	A	10.4	A	8.9	A	5.8	A	6.2	A
USGS	452053119323001	2015-05-17 05:00	PDT	15.4	A	213	A	10.4	A	8.9	A	3.2	A	7.9	A
USGS	452053119323001	2015-05-17 06:00	PDT	15.4	A	213	A	10.4	A	8.9	A	4.2	A	6.4	A
USGS	452053119323001	2015-05-17 07:00	PDT	15.4	A	213	A	10.4	A	8.9	A	2.5	A	7.3	A
USGS	452053119323001	2015-05-17 08:00	PDT	15.6	A	213	A	10.6	A	8.9	A	4.7	A	5.8	A
USGS	452053119323001	2015-05-17 09:00	PDT	15.8	A	213	A	10.6	A	8.9	A	3.4	A	5.4	A
USGS	452053119323001	2015-05-17 10:00	PDT	16.0	A	213	A	10.7	A	9.0	A	4.1	A	4.5	A
USGS	452053119323001	2015-05-17 11:00	PDT	16.1	A	213	A	10.8	A	9.0	A	5.2	A	3.6	A
USGS	452053119323001	2015-05-17 12:00	PDT	16.4	A	213	A	10.8	A	9.0	A	4.5	A	3.2	A
USGS	452053119323001	2015-05-17 13:00	PDT	16.3	A	213	A	11.1	A	9.0	A	6.3	A	3.6	A
USGS	452053119323001	2015-05-17 14:00	PDT	16.4	A	213	A	11.3	A	9.0	A	9.2	A	4.3	A
USGS	452053119323001	2015-05-17 15:00	PDT	16.0	A	212	A	11.4	A	9.0	A	7.6	A	5.4	A
USGS	452053119323001	2015-05-17 16:00	PDT	16.2	A	212	A	11.3	A	9.0	A	6.3	A	4.7	A
USGS	452053119323001	2015-05-17 17:00	PDT	16.2	A	212	A	11.6	A	9.0	A	8.6	A	7.0	A
USGS	452053119323001	2015-05-17 18:00	PDT	16.9	A	212	A	11.8	A	9.1	A	11.8	A	7.8	A
USGS	452053119323001	2015-05-17 19:00	PDT	17.4	A	213	A	11.9	A	9.1	A	13.3	A	11.0	A
USGS	452053119323001	2015-05-17 20:00	PDT	17.5	A	213	A	11.8	A	9.1	A	14.7	A	9.9	A
USGS	452053119323001	2015-05-17 21:00	PDT	17.5	A	213	A	11.9	A	9.1	A	21.2	A	11.9	A
USGS	452053119323001	2015-05-17 22:00	PDT	17.4	A	213	A	11.8	A	9.1	A	14.8	A	12.2	A
USGS	452053119323001	2015-05-17 23:00	PDT	17.4	A	213	A	11.8	A	9.1	A	18.6	A	10.4	A
USGS	452053119323001	2015-05-18 00:00	PDT	17.3	A	213	A	11.6	A	9.1	A	15.3	A	20.4	A
USGS	452053119323001	2015-05-18 01:00	PDT	17.2	A	213	A	11.5	A	9.1	A	13.5	A	12.8	A
USGS	452053119323001	2015-05-18 02:00	PDT	17.1	A	213	A	11.4	A	9.1	A	16.6	A	17.3	A
USGS	452053119323001	2015-05-18 03:00	PDT	16.9	A	213	A	11.4	A	9.1	A	17.2	A	10.2	A
USGS	452053119323001	2015-05-18 04:00	PDT	16.8	A	213	A	11.3	A	9.1	A	16.4	A	14.6	A
USGS	452053119323001	2015-05-18 05:00	PDT	16.7	A	213	A	11.2	A	9.0	A	23.5	A	39.6	A
USGS	452053119323001	2015-05-18 06:00	PDT	16.7	A	213	A	11.3	A	9.0	A	14.2	A	9.1	A
USGS	452053119323001	2015-05-18 07:00	PDT	16.7	A	213	A	11.4	A	9.0	A	14.5	A	9.4	A
USGS	452053119323001	2015-05-18 08:00	PDT	16.8	A	213	A	11.9	A	9.1	A	11.9	A	11.7	A
USGS	452053119323001	2015-05-18 09:00	PDT	16.8	A	213	A	12.0	A	9.1	A	52.4	A	13.8	A
USGS	452053119323001	2015-05-18 10:00	PDT	17.3	A	213	A	11.8	A	9.1	A	13.7	A	12.0	A
USGS	452053119323001	2015-05-18 11:00	PDT	17.0	A	214	A	11.6	A	9.1	A	5.2	A	5.7	A
USGS	452053119323001	2015-05-18 12:00	PDT	16.0	A	212	A	11.5	A	9.0	A	2.1	A	4.5	A
USGS	452053119323001	2015-05-18 13:00	PDT	15.6	A	214	A	10.2	A	8.9	A	1.0	A	3.5	A
USGS	452053119323001	2015-05-18 14:00	PDT	15.5	A	213	A	10.3	A	8.9	A	1.1	A	4.8	A
USGS	452053119323001	2015-05-18 15:00	PDT	16.0	A	214	A	10.4	A	8.9	A	2.0	A	4.4	A
USGS	452053119323001	2015-05-18 16:00	PDT	16.3	A	213	A	10.8	A	9.0	A	3.6	A	5.1	A
USGS	452053119323001	2015-05-18 17:00	PDT	17.4	A	213	A	11.9	A	9.1	A	10.5	A	10.5	A
USGS	452053119323001	2015-05-18 18:00	PDT	17.8	A	213	A	12.3	A	9.1	A	17.9	A	16.3	A
USGS	452053119323001	2015-05-18 19:00	PDT	17.8	A	213	A	12.3	A	9.1	A	12.6	A	12.0	A
USGS	452053119323001	2015-05-18 20:00	PDT	17.8	A	213	A	12.2	A	9.1	A	22.2	A	9.9	A
USGS	452053119323001	2015-05-18 21:00	PDT	17.8	A	213	A	12.1	A	9.1	A	16.6	A	14.8	A
USGS	452053119323001	2015-05-18 22:00	PDT	17.7	A	213	A	11.9	A	9.1	A	18.0	A	12.1	A
USGS	452053119323001	2015-05-18 23:00	PDT	17.6	A	213	A	11.6	A	9.1	A	40.1	A	21.8	A
USGS	452053119323001	2015-05-19 00:00	PDT	17.7	A	213	A	11.6	A	9.1	A	46.2	A	14.9	A
USGS	452053119323001	2015-05-19 01:00	PDT	17.6	A	213	A	11.4	A	9.1	A	22.3	A	18.4	A
USGS	452053119323001	2015-05-19 02:00	PDT	17.5	A	213	A	11.3	A	9.1	A	14.1	A	19.4	A
USGS	452053119323001	2015-05-19 03:00	PDT	17.4	A	213	A	11.2	A	9.0	A	14.1	A	10.8	A
USGS	452053119323001	2015-05-19 04:00	PDT	17.4	A	213	A	11.1	A	9.0	A	9.1	A	18.3	A
USGS	452053119323001	2015-05-19 05:00	PDT	17.3	A	214	A	10.9	A	9.0	A	14.7	A	15.6	A
USGS	452053119323001	2015-05-19 06:00	PDT	17.2	A	214	A	11.0	A	9.0	A	16.4	A	10.1	A
USGS	452053119323001	2015-05-19 07:00	PDT	17.2	A	213	A	11.1	A	9.0	A	10.3	A	12.2	A
USGS	452053119323001	2015-05-19 08:00	PDT	17.2	A	213	A	11.3	A	9.1	A	4.4	A	12.6	A
USGS	452053119323001	2015-05-19 09:00	PDT	17.3	A	213	A	11.2	A	9.0	A	6.4	A	11.4	A
USGS	452053119323001	2015-05-19 10:00	PDT	17.3	A	213	A	11.2	A	9.0	A	6.0	A	8.6	A
USGS	452053119323001	2015-05-19 11:00	PDT	17.4	A	213	A	11.4	A	9.1	A	3.9	A	7.0	A
USGS	452053119323001	2015-05-19 12:00	PDT	17.3	A	213	A	11.1	A	9.0	A	4.8	A	7.4	A
USGS	452053119323001	2015-05-19 13:00	PDT	17.4	A	213	A	11.3	A	9.1	A	2.2	A	8.0	A
USGS	452053119323001	2015-05-19 14:00	PDT	16.7	A	214	A	11.0	A	9.0	A	1.0	A	4.5	A
USGS	452053119323001	2015-05-19 15:00	PDT	17.0	A	214	A	11.0	A	9.0	A	2.7	A	5.5	A
USGS	452053119323001	2015-05-19 16:00	PDT	16.6	A	214	A	11.0	A	9.0	A	2.6	A	3.6	A
USGS	452053119323001	2015-05-19 17:00	PDT	17.4	A	214	A	11.0	A	9.0	A	2.1	A	5.1	A
USGS	452053119323001	2015-05-19 18:00	PDT	17.1	A	213	A	11.6	A	9.1	A	12.6	A	5.1	A
USGS	452053119323001	2015-05-19 19:00	PDT	17.0	A	213	A	11.5	A	9.1	A	1.4	A	3.5	A
USGS	452053119323001	2015-05-19 20:00	PDT	17.3	A	213	A	11.5	A	9.1	A	7.2	A	9.2	A
USGS	452053119323001	2015-05-19 21:00	PDT	17.2	A	213	A	11.6	A	9.1	A	3.7	A	5.8	A
USGS	452053119323001	2015-05-19 22:00	PDT	17.5	A	213	A	11.3	A	9.1	A	7.0	A	5.8	A
USGS	452053119323001	2015-05-19 23:00	PDT	17.6	A	213	A	11.3	A	9.1	A	10.0	A	6.6	A
USGS	452053119323001	2015-05-20 00:00	PDT	17.6	A	214	A	11.2	A	9.1	A	9.5	A	8.0	A
USGS	452053119323001	2015-05-20 01:00	PDT	17.6	A	213	A	11.5	A	9.1	A	13.1	A	15.1	A
USGS	452053119323001	2015-05-20 02:00	PDT	17.5	A	213	A	11.4	A	9.1	A	19.3	A	12.2	A
USGS	452053119323001	2015-05-20 03:00	PDT	17.5	A	213	A	11.3	A	9.1	A	12.9	A	9.8	A
USGS	452053119323001	2015-05-20 04:00	PDT	17.4	A	213	A	11.2	A	9.1	A	12.4	A	10.8	A
USGS	452053119323001	2015-05-20 05:00	PDT	17.4	A	214	A	11.1	A	9.0	A	31.3	A	10.6	A
USGS	452053119323001	2015-05-20 06:00	PDT	17.3	A	214	A	11.1	A	9.0	A	6.9	A	12.5	A
USGS	452053119323001	2015-05-20 07:00	PDT	17.3	A	214	A	11.2	A	9.1	A	5.7	A	10.1	A
USGS	452053119323001	2015-05-20 08:00	PDT	17.4	A	213	A	11.4	A	9.1	A	8.3	A	12.8	A
USGS	452053119323001	2015-05-20 09:00	PDT	17.4	A	213	A	11.4	A	9.1	A	11.8	A	8.6	A
USGS	452053119323001	2015-05-20 10:00	PDT	17.4	A	213	A	11.2	A	9.0	A	9.1	A	5.7	A
USGS	452053119323001	2015-05-20 11:00	PDT	17.4	A	214	A	11.2	A	9.1	A	9.5	A	6.6	A
USGS	452053119323001	2015-05-20 12:00	PDT	17.6	A	213	A	11.4	A	9.1	A	6.4	A	8.9	A
USGS	452053119323001	2015-05-20 13:00	PDT	17.5	A	213	A	11.3	A	9.1	A	5.0	A	4.0	A
USGS	452053119323001	2015-05-20 14:00	PDT	17.6	A	214	A	11.4	A	9.1	A	3.5	A	5.2	A
USGS	452053119323001	2015-05-20 15:00	PDT	17.6	A	213	A	11.2	A	9.0	A	3.8	A	6.2	A
USGS	452053119323001	2015-05-20 16:00	PDT	17.4	A	213	A	11.1	A	9.0	A	3.3	A	4.6	A
USGS	452053119323001	2015-05-20 17:00	PDT	17.7	A	213	A	11.4	A	9.1	A	7.1	A	8.3	A
USGS	452053119323001	2015-05-20 18:00	PDT	17.9	A	214	A	11.5	A	9.1	A	15.5	A	12.4	A
USGS	452053119323001	2015-05-20 19:00	PDT	17.8	A	214	A	11.4	A	9.1	A	7.0	A	16.4	A
USGS	452053119323001	2015-05-20 20:00	PDT	17.7	A	214	A	11.3	A	9.1	A	8.9	A	8.7	A
USGS	452053119323001	2015-05-20 21:00	PDT	17.6	A	214	A	11.2	A	9.1	A	8.1	A	6.9	A
USGS	452053119323001	2015-05-20 22:00	PDT	17.6	A	214	A	11.2	A	9.1	A	6.4	A	15.8	A
USGS	452053119323001	2015-05-20 23:00	PDT	17.6	A	214	A	11.1	A	9.1	A	8.7	A	10.9	A
USGS	452053119323001	2015-05-21 00:00	PDT	17.5	A	214	A	11.0	A	9.1	A	7.6	A	12.3	A
USGS	452053119323001	2015-05-21 01:00	PDT	17.4	A	214	A	10.9	A	9.0	A	9.2	A	16.2	A
USGS	452053119323001	2015-05-21 02:00	PDT	17.4	A	214	A	10.9	A	9.0	A	10.4	A	9.8	A
USGS	452053119323001	2015-05-21 03:00	PDT	17.4	A	214	A	10.8	A	9.0	A	8.2	A	10.3	A
USGS	452053119323001	2015-05-21 04:00	PDT	17.3	A	214	A	10.7	A	9.0	A	11.1	A	12.9	A
USGS	452053119323001	2015-05-21 05:00	PDT	17.3	A	214	A	10.7	A	9.0	A	8.0	A	13.2	A
USGS	452053119323001	2015-05-21 06:00	PDT	17.3	A	214	A	10.6	A	9.0	A	4.6	A	11.1	A
USGS	452053119323001	2015-05-21 07:00	PDT	17.3	A	214	A	10.7	A	9.0	A	5.0	A	10.5	A
USGS	452053119323001	2015-05-21 08:00	PDT	17.5	A	214	A	11.0	A	9.0	A	8.1	A	12.4	A
USGS	452053119323001	2015-05-21 09:00	PDT	17.7	A	214	A	11.1	A	9.1	A	7.8	A	8.9	A
USGS	452053119323001	2015-05-21 10:00	PDT	18.1	A	214	A	11.1	A	9.0	A	4.8	A	7.4	A
USGS	452053119323001	2015-05-21 11:00	PDT	18.2	A	214	A	11.1	A	9.1	A	3.2	A	11.1	A
USGS	452053119323001	2015-05-21 12:00	PDT	17.7	A	214	A	11.0	A	9.1	A	6.8	A	9.4	A
USGS	452053119323001	2015-05-21 13:00	PDT	18.2	A	214	A	10.9	A	9.0	A	6.3	A	9.4	A
USGS	452053119323001	2015-05-21 14:00	PDT	18.4	A	214	A	11.0	A	9.0	A	12.1	A	5.7	A
USGS	452053119323001	2015-05-21 15:00	PDT	19.3	A	214	A	11.2	A	9.1	A	6.4	A	5.2	A
USGS	452053119323001	2015-05-21 16:00	PDT	18.6	A	214	A	11.4	A	9.1	A	5.1	A	18.5	A
USGS	452053119323001	2015-05-21 17:00	PDT	18.3	A	214	A	11.2	A	9.1	A	10.4	A	10.6	A
USGS	452053119323001	2015-05-21 18:00	PDT	18.5	A	214	A	10.9	A	9.0	A	15.5	A	13.5	A
USGS	452053119323001	2015-05-21 19:00	PDT	18.4	A	214	A	11.0	A	9.1	A	10.9	A	11.2	A
USGS	452053119323001	2015-05-21 20:00	PDT	18.3	A	214	A	10.9	A	9.1	A	7.9	A	11.7	A
USGS	452053119323001	2015-05-21 21:00	PDT	18.3	A	214	A	10.7	A	9.0	A	12.7	A	14.0	A
USGS	452053119323001	2015-05-21 22:00	PDT	18.2	A	214	A	10.7	A	9.0	A	11.8	A	13.7	A
USGS	452053119323001	2015-05-21 23:00	PDT	18.2	A	214	A	10.5	A	9.0	A	8.8	A	14.8	A
USGS	452053119323001	2015-05-22 00:00	PDT	18.1	A	214	A	10.5	A	9.0	A	7.0	A	8.7	A
USGS	452053119323001	2015-05-22 01:00	PDT	18.1	A	214	A	10.6	A	9.0	A	7.3	A	11.0	A
USGS	452053119323001	2015-05-22 02:00	PDT	18.0	A	214	A	10.6	A	9.0	A	4.4	A	15.9	A
USGS	452053119323001	2015-05-22 03:00	PDT	17.9	A	214	A	10.5	A	9.0	A	8.4	A	7.9	A
USGS	452053119323001	2015-05-22 04:00	PDT	17.9	A	214	A	10.5	A	9.0	A	5.4	A	8.4	A
USGS	452053119323001	2015-05-22 05:00	PDT	17.9	A	214	A	10.4	A	9.0	A	6.7	A	16.7	A
USGS	452053119323001	2015-05-22 06:00	PDT	17.8	A	214	A	10.4	A	9.0	A	6.6	A	13.8	A
USGS	452053119323001	2015-05-22 07:00	PDT	17.7	A	214	A	10.4	A	9.0	A	8.4	A	10.5	A
USGS	452053119323001	2015-05-22 08:00	PDT	17.9	A	214	A	10.6	A	9.0	A	15.7	A	9.0	A
USGS	452053119323001	2015-05-22 09:00	PDT	18.0	A	214	A	10.6	A	9.0	A	10.0	A	10.0	A
USGS	452053119323001	2015-05-22 10:00	PDT	17.9	A	214	A	10.6	A	9.0	A	7.8	A	10.8	A
USGS	452053119323001	2015-05-22 11:00	PDT	17.6	A	215	A	10.4	A	9.0	A	4.4	A	10.0	A
USGS	452053119323001	2015-05-22 12:00	PDT	17.4	A	216	A	10.3	A	9.0	A	2.0	A	6.4	A
USGS	452053119323001	2015-05-22 13:00	PDT	17.5	A	216	A	10.3	A	9.0	A	4.6	A	9.9	A
USGS	452053119323001	2015-05-22 14:00	PDT	17.5	A	216	A	10.4	A	9.0	A	3.2	A	8.7	A
USGS	452053119323001	2015-05-22 15:00	PDT	17.7	A	215	A	10.5	A	9.0	A	3.7	A	21.8	A
